,StoryIndex,Story,Target,InformativenessScore,AllTargets,Guess1,Guess2,Guess3
395,91,"Once upon a time, there was a brave little girl named Sarah. She lived in a small village and loved to explore the outdoors. One day, while out in the forest, she stumbled upon a clearing. In the center of the clearing was an old circus tent, and as Sarah got closer she could hear the sound of a lively accordion coming from inside.

Curious, she peered into the tent and saw the most amazing sight. A tightrope had been strung up between two trees, and a juggler was walking across it. He was balancing a basket of apples on his head and a softball in each hand. 

But the juggler was having a hard time of it - the tightrope was covered in thorny branches, and every time he tried to step forward he'd stumble and drop one of his balls. Sarah felt sorry for him, and she decided she wanted to help.

She ran back to her village and returned with a long stick. Then she carefully held the stick out to the juggler, who grabbed it and used it to steady himself as he crossed the tightrope. The juggler stayed balanced, and soon enough he reached the other side.

The juggler was so grateful for Sarah's help that he invited her to join him in the circus tent. He taught her how to juggle, and soon enough she was balancing three softballs while walking across the tightrope. 

The villagers were amazed when they saw Sarah's new trick! The accordion player even wrote a special song in her honor. From then on, Sarah was known as the brave little girl who tamed the tightrope.",accordion,0.255314396,"accordion, tightrope, thorny, juggling, stumbling",trumpet,song,show
396,91,"Once upon a time, there was a brave little girl named Sarah. She lived in a small village and loved to explore the outdoors. One day, while out in the forest, she stumbled upon a clearing. In the center of the clearing was an old circus tent, and as Sarah got closer she could hear the sound of a lively accordion coming from inside.

Curious, she peered into the tent and saw the most amazing sight. A tightrope had been strung up between two trees, and a juggler was walking across it. He was balancing a basket of apples on his head and a softball in each hand. 

But the juggler was having a hard time of it - the tightrope was covered in thorny branches, and every time he tried to step forward he'd stumble and drop one of his balls. Sarah felt sorry for him, and she decided she wanted to help.

She ran back to her village and returned with a long stick. Then she carefully held the stick out to the juggler, who grabbed it and used it to steady himself as he crossed the tightrope. The juggler stayed balanced, and soon enough he reached the other side.

The juggler was so grateful for Sarah's help that he invited her to join him in the circus tent. He taught her how to juggle, and soon enough she was balancing three softballs while walking across the tightrope. 

The villagers were amazed when they saw Sarah's new trick! The accordion player even wrote a special song in her honor. From then on, Sarah was known as the brave little girl who tamed the tightrope.",juggling,0.44352295,"accordion, tightrope, thorny, juggling, stumbling",juggling,balance,man
397,91,"Once upon a time, there was a brave little girl named Sarah. She lived in a small village and loved to explore the outdoors. One day, while out in the forest, she stumbled upon a clearing. In the center of the clearing was an old circus tent, and as Sarah got closer she could hear the sound of a lively accordion coming from inside.

Curious, she peered into the tent and saw the most amazing sight. A tightrope had been strung up between two trees, and a juggler was walking across it. He was balancing a basket of apples on his head and a softball in each hand. 

But the juggler was having a hard time of it - the tightrope was covered in thorny branches, and every time he tried to step forward he'd stumble and drop one of his balls. Sarah felt sorry for him, and she decided she wanted to help.

She ran back to her village and returned with a long stick. Then she carefully held the stick out to the juggler, who grabbed it and used it to steady himself as he crossed the tightrope. The juggler stayed balanced, and soon enough he reached the other side.

The juggler was so grateful for Sarah's help that he invited her to join him in the circus tent. He taught her how to juggle, and soon enough she was balancing three softballs while walking across the tightrope. 

The villagers were amazed when they saw Sarah's new trick! The accordion player even wrote a special song in her honor. From then on, Sarah was known as the brave little girl who tamed the tightrope.",stumbling,1,"accordion, tightrope, thorny, juggling, stumbling",stumbling,stumbled ,stumbling
398,91,"Once upon a time, there was a brave little girl named Sarah. She lived in a small village and loved to explore the outdoors. One day, while out in the forest, she stumbled upon a clearing. In the center of the clearing was an old circus tent, and as Sarah got closer she could hear the sound of a lively accordion coming from inside.

Curious, she peered into the tent and saw the most amazing sight. A tightrope had been strung up between two trees, and a juggler was walking across it. He was balancing a basket of apples on his head and a softball in each hand. 

But the juggler was having a hard time of it - the tightrope was covered in thorny branches, and every time he tried to step forward he'd stumble and drop one of his balls. Sarah felt sorry for him, and she decided she wanted to help.

She ran back to her village and returned with a long stick. Then she carefully held the stick out to the juggler, who grabbed it and used it to steady himself as he crossed the tightrope. The juggler stayed balanced, and soon enough he reached the other side.

The juggler was so grateful for Sarah's help that he invited her to join him in the circus tent. He taught her how to juggle, and soon enough she was balancing three softballs while walking across the tightrope. 

The villagers were amazed when they saw Sarah's new trick! The accordion player even wrote a special song in her honor. From then on, Sarah was known as the brave little girl who tamed the tightrope.",thorny,0.74346526,"accordion, tightrope, thorny, juggling, stumbling",thick,thorny ,thorny
399,91,"Once upon a time, there was a brave little girl named Sarah. She lived in a small village and loved to explore the outdoors. One day, while out in the forest, she stumbled upon a clearing. In the center of the clearing was an old circus tent, and as Sarah got closer she could hear the sound of a lively accordion coming from inside.

Curious, she peered into the tent and saw the most amazing sight. A tightrope had been strung up between two trees, and a juggler was walking across it. He was balancing a basket of apples on his head and a softball in each hand. 

But the juggler was having a hard time of it - the tightrope was covered in thorny branches, and every time he tried to step forward he'd stumble and drop one of his balls. Sarah felt sorry for him, and she decided she wanted to help.

She ran back to her village and returned with a long stick. Then she carefully held the stick out to the juggler, who grabbed it and used it to steady himself as he crossed the tightrope. The juggler stayed balanced, and soon enough he reached the other side.

The juggler was so grateful for Sarah's help that he invited her to join him in the circus tent. He taught her how to juggle, and soon enough she was balancing three softballs while walking across the tightrope. 

The villagers were amazed when they saw Sarah's new trick! The accordion player even wrote a special song in her honor. From then on, Sarah was known as the brave little girl who tamed the tightrope.",tightrope,1,"accordion, tightrope, thorny, juggling, stumbling",tightrope,tightrope ,tightrope
400,92,"Once upon a time, there was a young girl named Ella who absolutely loved the accordion. She loved the way its sound filled the room and she especially loved to play it for her friends.

One day, Ella decided she wanted to make her friends smile even more, so she decided to learn how to juggle. She practiced a lot and soon she was able to juggle three balls at the same time.

But Ella wanted to do something even more impressive, so she decided to try and walk a tightrope. She found a tightrope in her backyard and she started practicing walking on it.

At first, it was really hard and Ella kept stumbling. She was determined to learn, though, and eventually she was able to walk the tightrope without stumbling.

However, the tightrope was very thorny and Ella had to be careful not to get pricked by the thorns. She was determined to master the tightrope, so she kept practicing.

Soon enough, Ella was able to juggle while walking on the tightrope. She was so proud of herself and she was happy that she was able to make her friends smile even more.

The end.",accordion,0.568299552,"accordion, tightrope, thorny, juggling, stumbling",tuba,violin,guitar
401,92,"Once upon a time, there was a young girl named Ella who absolutely loved the accordion. She loved the way its sound filled the room and she especially loved to play it for her friends.

One day, Ella decided she wanted to make her friends smile even more, so she decided to learn how to juggle. She practiced a lot and soon she was able to juggle three balls at the same time.

But Ella wanted to do something even more impressive, so she decided to try and walk a tightrope. She found a tightrope in her backyard and she started practicing walking on it.

At first, it was really hard and Ella kept stumbling. She was determined to learn, though, and eventually she was able to walk the tightrope without stumbling.

However, the tightrope was very thorny and Ella had to be careful not to get pricked by the thorns. She was determined to master the tightrope, so she kept practicing.

Soon enough, Ella was able to juggle while walking on the tightrope. She was so proud of herself and she was happy that she was able to make her friends smile even more.

The end.",juggling,0.97084252,"accordion, tightrope, thorny, juggling, stumbling",juggling,juggle,juggling
402,92,"Once upon a time, there was a young girl named Ella who absolutely loved the accordion. She loved the way its sound filled the room and she especially loved to play it for her friends.

One day, Ella decided she wanted to make her friends smile even more, so she decided to learn how to juggle. She practiced a lot and soon she was able to juggle three balls at the same time.

But Ella wanted to do something even more impressive, so she decided to try and walk a tightrope. She found a tightrope in her backyard and she started practicing walking on it.

At first, it was really hard and Ella kept stumbling. She was determined to learn, though, and eventually she was able to walk the tightrope without stumbling.

However, the tightrope was very thorny and Ella had to be careful not to get pricked by the thorns. She was determined to master the tightrope, so she kept practicing.

Soon enough, Ella was able to juggle while walking on the tightrope. She was so proud of herself and she was happy that she was able to make her friends smile even more.

The end.",stumbling,0.41610834,"accordion, tightrope, thorny, juggling, stumbling",falling,falling,falling
403,92,"Once upon a time, there was a young girl named Ella who absolutely loved the accordion. She loved the way its sound filled the room and she especially loved to play it for her friends.

One day, Ella decided she wanted to make her friends smile even more, so she decided to learn how to juggle. She practiced a lot and soon she was able to juggle three balls at the same time.

But Ella wanted to do something even more impressive, so she decided to try and walk a tightrope. She found a tightrope in her backyard and she started practicing walking on it.

At first, it was really hard and Ella kept stumbling. She was determined to learn, though, and eventually she was able to walk the tightrope without stumbling.

However, the tightrope was very thorny and Ella had to be careful not to get pricked by the thorns. She was determined to master the tightrope, so she kept practicing.

Soon enough, Ella was able to juggle while walking on the tightrope. She was so proud of herself and she was happy that she was able to make her friends smile even more.

The end.",thorny,0.657337189,"accordion, tightrope, thorny, juggling, stumbling",prickly,overgrown,prickly
404,92,"Once upon a time, there was a young girl named Ella who absolutely loved the accordion. She loved the way its sound filled the room and she especially loved to play it for her friends.

One day, Ella decided she wanted to make her friends smile even more, so she decided to learn how to juggle. She practiced a lot and soon she was able to juggle three balls at the same time.

But Ella wanted to do something even more impressive, so she decided to try and walk a tightrope. She found a tightrope in her backyard and she started practicing walking on it.

At first, it was really hard and Ella kept stumbling. She was determined to learn, though, and eventually she was able to walk the tightrope without stumbling.

However, the tightrope was very thorny and Ella had to be careful not to get pricked by the thorns. She was determined to master the tightrope, so she kept practicing.

Soon enough, Ella was able to juggle while walking on the tightrope. She was so proud of herself and she was happy that she was able to make her friends smile even more.

The end.",tightrope,1,"accordion, tightrope, thorny, juggling, stumbling",tightrope,tightrope,tightrope
405,94,"Once upon a time, in a far away land, there was a magical billboard. It was tall and rotating, with images of far off places that came and went with the turn of the wind. Little did anyone know, however, that inside the billboard was a secret doorway.

One day, a small girl stumbled upon the billboard and noticed the door. She opened it and stepped inside to find a magical world unlike anything she had ever seen before. Everywhere she looked, there were sparkles and lights and things she had never seen before.

The girl picked up a bookmark that was lying on the ground. As soon as she touched it, the world around her began to change. A bulldozing machine was demolishing the ground around her and she knew she had to find a way to stop it.

She searched around and soon found the most beautiful breakable object she had ever seen. She picked it up and quickly realized that it was the source of the bulldozing machine's power. She broke it and the bulldozing stopped.

The girl smiled and put the bookmark back in her pocket. She had saved the magical world from destruction and she knew that she would always have a special place in her heart for it.",billboard,0.124037488,"billboard, bookmark, breakable, bulldozing, rotating",turntable,building,museum
406,94,"Once upon a time, in a far away land, there was a magical billboard. It was tall and rotating, with images of far off places that came and went with the turn of the wind. Little did anyone know, however, that inside the billboard was a secret doorway.

One day, a small girl stumbled upon the billboard and noticed the door. She opened it and stepped inside to find a magical world unlike anything she had ever seen before. Everywhere she looked, there were sparkles and lights and things she had never seen before.

The girl picked up a bookmark that was lying on the ground. As soon as she touched it, the world around her began to change. A bulldozing machine was demolishing the ground around her and she knew she had to find a way to stop it.

She searched around and soon found the most beautiful breakable object she had ever seen. She picked it up and quickly realized that it was the source of the bulldozing machine's power. She broke it and the bulldozing stopped.

The girl smiled and put the bookmark back in her pocket. She had saved the magical world from destruction and she knew that she would always have a special place in her heart for it.",bookmark,0.14706556,"billboard, bookmark, breakable, bulldozing, rotating",artifact,key,key
407,94,"Once upon a time, in a far away land, there was a magical billboard. It was tall and rotating, with images of far off places that came and went with the turn of the wind. Little did anyone know, however, that inside the billboard was a secret doorway.

One day, a small girl stumbled upon the billboard and noticed the door. She opened it and stepped inside to find a magical world unlike anything she had ever seen before. Everywhere she looked, there were sparkles and lights and things she had never seen before.

The girl picked up a bookmark that was lying on the ground. As soon as she touched it, the world around her began to change. A bulldozing machine was demolishing the ground around her and she knew she had to find a way to stop it.

She searched around and soon found the most beautiful breakable object she had ever seen. She picked it up and quickly realized that it was the source of the bulldozing machine's power. She broke it and the bulldozing stopped.

The girl smiled and put the bookmark back in her pocket. She had saved the magical world from destruction and she knew that she would always have a special place in her heart for it.",breakable,0.072316602,"billboard, bookmark, breakable, bulldozing, rotating",shiny,gem,glowing
408,94,"Once upon a time, in a far away land, there was a magical billboard. It was tall and rotating, with images of far off places that came and went with the turn of the wind. Little did anyone know, however, that inside the billboard was a secret doorway.

One day, a small girl stumbled upon the billboard and noticed the door. She opened it and stepped inside to find a magical world unlike anything she had ever seen before. Everywhere she looked, there were sparkles and lights and things she had never seen before.

The girl picked up a bookmark that was lying on the ground. As soon as she touched it, the world around her began to change. A bulldozing machine was demolishing the ground around her and she knew she had to find a way to stop it.

She searched around and soon found the most beautiful breakable object she had ever seen. She picked it up and quickly realized that it was the source of the bulldozing machine's power. She broke it and the bulldozing stopped.

The girl smiled and put the bookmark back in her pocket. She had saved the magical world from destruction and she knew that she would always have a special place in her heart for it.",bulldozing,0.379448228,"billboard, bookmark, breakable, bulldozing, rotating",bulldozing,noisy,scary
409,94,"Once upon a time, in a far away land, there was a magical billboard. It was tall and rotating, with images of far off places that came and went with the turn of the wind. Little did anyone know, however, that inside the billboard was a secret doorway.

One day, a small girl stumbled upon the billboard and noticed the door. She opened it and stepped inside to find a magical world unlike anything she had ever seen before. Everywhere she looked, there were sparkles and lights and things she had never seen before.

The girl picked up a bookmark that was lying on the ground. As soon as she touched it, the world around her began to change. A bulldozing machine was demolishing the ground around her and she knew she had to find a way to stop it.

She searched around and soon found the most beautiful breakable object she had ever seen. She picked it up and quickly realized that it was the source of the bulldozing machine's power. She broke it and the bulldozing stopped.

The girl smiled and put the bookmark back in her pocket. She had saved the magical world from destruction and she knew that she would always have a special place in her heart for it.",rotating,0.032456768,"billboard, bookmark, breakable, bulldozing, rotating",colorful,large,beautiful
410,96,"Once upon a time, there was a bobcat who lived in a beautiful wooded grove. He was very content in his home and spent his days sunbathing in the sun and mowing the grass with his sharp claws. 

One day, the bobcat was lounging in the sun when he heard a noise. He perked up his ears and listened closely. Suddenly, he spotted a small rabbit hopping around the grove. The bobcat was so excited to make a new friend! 

He quickly hopped up and raced over to the rabbit, but it scampered away before he could reach it. The bobcat felt a little disappointed, but he knew he would have another chance to make a new friend soon. 

So, he went back to sunbathing and mowing the grass in the grove. He was determined to make a new friend, and he was sure it wouldn't be too long before he succeeded.",bobcat,0.262421901,"bobcat, grove, wooded, sunbathing, mowing",anteater,fox,cat
411,96,"Once upon a time, there was a bobcat who lived in a beautiful wooded grove. He was very content in his home and spent his days sunbathing in the sun and mowing the grass with his sharp claws. 

One day, the bobcat was lounging in the sun when he heard a noise. He perked up his ears and listened closely. Suddenly, he spotted a small rabbit hopping around the grove. The bobcat was so excited to make a new friend! 

He quickly hopped up and raced over to the rabbit, but it scampered away before he could reach it. The bobcat felt a little disappointed, but he knew he would have another chance to make a new friend soon. 

So, he went back to sunbathing and mowing the grass in the grove. He was determined to make a new friend, and he was sure it wouldn't be too long before he succeeded.",grove,0.512310584,"bobcat, grove, wooded, sunbathing, mowing",meadow,meadow,forest
412,96,"Once upon a time, there was a bobcat who lived in a beautiful wooded grove. He was very content in his home and spent his days sunbathing in the sun and mowing the grass with his sharp claws. 

One day, the bobcat was lounging in the sun when he heard a noise. He perked up his ears and listened closely. Suddenly, he spotted a small rabbit hopping around the grove. The bobcat was so excited to make a new friend! 

He quickly hopped up and raced over to the rabbit, but it scampered away before he could reach it. The bobcat felt a little disappointed, but he knew he would have another chance to make a new friend soon. 

So, he went back to sunbathing and mowing the grass in the grove. He was determined to make a new friend, and he was sure it wouldn't be too long before he succeeded.",mowing,0.378204107,"bobcat, grove, wooded, sunbathing, mowing",cutting,chopping,ripping
413,96,"Once upon a time, there was a bobcat who lived in a beautiful wooded grove. He was very content in his home and spent his days sunbathing in the sun and mowing the grass with his sharp claws. 

One day, the bobcat was lounging in the sun when he heard a noise. He perked up his ears and listened closely. Suddenly, he spotted a small rabbit hopping around the grove. The bobcat was so excited to make a new friend! 

He quickly hopped up and raced over to the rabbit, but it scampered away before he could reach it. The bobcat felt a little disappointed, but he knew he would have another chance to make a new friend soon. 

So, he went back to sunbathing and mowing the grass in the grove. He was determined to make a new friend, and he was sure it wouldn't be too long before he succeeded.",sunbathing,0.482904553,"bobcat, grove, wooded, sunbathing, mowing",sunbathing,lounging,laying
414,96,"Once upon a time, there was a bobcat who lived in a beautiful wooded grove. He was very content in his home and spent his days sunbathing in the sun and mowing the grass with his sharp claws. 

One day, the bobcat was lounging in the sun when he heard a noise. He perked up his ears and listened closely. Suddenly, he spotted a small rabbit hopping around the grove. The bobcat was so excited to make a new friend! 

He quickly hopped up and raced over to the rabbit, but it scampered away before he could reach it. The bobcat felt a little disappointed, but he knew he would have another chance to make a new friend soon. 

So, he went back to sunbathing and mowing the grass in the grove. He was determined to make a new friend, and he was sure it wouldn't be too long before he succeeded.",wooded,0.300456206,"bobcat, grove, wooded, sunbathing, mowing",green,grassy,shaded
415,97,"Once upon a time, there was a bobcat living in a grove in the woods. Every day, he would go out in the early morning and sunbathe in the warm sunshine. After sunbathing, he would go around mowing the grass and making it look neat and tidy. The bobcat was very proud of his grove and enjoyed relaxing there in the sunshine. One day, he made a new friend, a squirrel, who he would often invite to his grove to enjoy the warm sunshine and the freshly mowed grass. The two became the best of friends and would often play together in the grove. The bobcat and the squirrel were very happy and enjoyed their days in the grove, sunbathing and mowing the grass.",bobcat,0.128400321,"bobcat, grove, wooded, sunbathing, mowing",chipmunk,rabbit,boy
416,97,"Once upon a time, there was a bobcat living in a grove in the woods. Every day, he would go out in the early morning and sunbathe in the warm sunshine. After sunbathing, he would go around mowing the grass and making it look neat and tidy. The bobcat was very proud of his grove and enjoyed relaxing there in the sunshine. One day, he made a new friend, a squirrel, who he would often invite to his grove to enjoy the warm sunshine and the freshly mowed grass. The two became the best of friends and would often play together in the grove. The bobcat and the squirrel were very happy and enjoyed their days in the grove, sunbathing and mowing the grass.",grove,0.260967702,"bobcat, grove, wooded, sunbathing, mowing",tree,field,hut
417,97,"Once upon a time, there was a bobcat living in a grove in the woods. Every day, he would go out in the early morning and sunbathe in the warm sunshine. After sunbathing, he would go around mowing the grass and making it look neat and tidy. The bobcat was very proud of his grove and enjoyed relaxing there in the sunshine. One day, he made a new friend, a squirrel, who he would often invite to his grove to enjoy the warm sunshine and the freshly mowed grass. The two became the best of friends and would often play together in the grove. The bobcat and the squirrel were very happy and enjoyed their days in the grove, sunbathing and mowing the grass.",mowing,1,"bobcat, grove, wooded, sunbathing, mowing",mowing,mow,mowing
418,97,"Once upon a time, there was a bobcat living in a grove in the woods. Every day, he would go out in the early morning and sunbathe in the warm sunshine. After sunbathing, he would go around mowing the grass and making it look neat and tidy. The bobcat was very proud of his grove and enjoyed relaxing there in the sunshine. One day, he made a new friend, a squirrel, who he would often invite to his grove to enjoy the warm sunshine and the freshly mowed grass. The two became the best of friends and would often play together in the grove. The bobcat and the squirrel were very happy and enjoyed their days in the grove, sunbathing and mowing the grass.",sunbathing,0.573424359,"bobcat, grove, wooded, sunbathing, mowing",sunbathing,nap,relaxing
419,97,"Once upon a time, there was a bobcat living in a grove in the woods. Every day, he would go out in the early morning and sunbathe in the warm sunshine. After sunbathing, he would go around mowing the grass and making it look neat and tidy. The bobcat was very proud of his grove and enjoyed relaxing there in the sunshine. One day, he made a new friend, a squirrel, who he would often invite to his grove to enjoy the warm sunshine and the freshly mowed grass. The two became the best of friends and would often play together in the grove. The bobcat and the squirrel were very happy and enjoyed their days in the grove, sunbathing and mowing the grass.",wooded,0.573118071,"bobcat, grove, wooded, sunbathing, mowing",forest,forest,wood
420,98,"Once upon a time, in a wooded grove, there lived a bobcat named Bobo. Bobo was a very curious creature and he loved to explore his wooded home.

One day, while out exploring, Bobo came across an open meadow in the center of the grove. The meadow was full of tall grass and wildflowers, and the sun was shining brightly. Bobo decided to lay down in the warm sunshine and relax.

Meanwhile, a human was mowing the grass in the meadow. As the human mowed, Bobo watched him from his spot in the sun, enjoying the warmth and the sound of the mower. When the human finished mowing, Bobo waved goodbye and went back to his den.

The next day, Bobo returned to the meadow to find that it was now neatly trimmed and even more beautiful than before. He lay down in the warm sun and enjoyed his sunbathing session as the wind rustled through the tall grass.

From that day on, Bobo visited the meadow every day to sunbathe and watch the human mowing the grass. He was happy to have found such a peaceful spot in the wooded grove.",bobcat,0.203356184,"bobcat, grove, wooded, sunbathing, mowing",baboon,squirrel,bear
421,98,"Once upon a time, in a wooded grove, there lived a bobcat named Bobo. Bobo was a very curious creature and he loved to explore his wooded home.

One day, while out exploring, Bobo came across an open meadow in the center of the grove. The meadow was full of tall grass and wildflowers, and the sun was shining brightly. Bobo decided to lay down in the warm sunshine and relax.

Meanwhile, a human was mowing the grass in the meadow. As the human mowed, Bobo watched him from his spot in the sun, enjoying the warmth and the sound of the mower. When the human finished mowing, Bobo waved goodbye and went back to his den.

The next day, Bobo returned to the meadow to find that it was now neatly trimmed and even more beautiful than before. He lay down in the warm sun and enjoyed his sunbathing session as the wind rustled through the tall grass.

From that day on, Bobo visited the meadow every day to sunbathe and watch the human mowing the grass. He was happy to have found such a peaceful spot in the wooded grove.",grove,0.268028977,"bobcat, grove, wooded, sunbathing, mowing",town,clearing,forest
422,98,"Once upon a time, in a wooded grove, there lived a bobcat named Bobo. Bobo was a very curious creature and he loved to explore his wooded home.

One day, while out exploring, Bobo came across an open meadow in the center of the grove. The meadow was full of tall grass and wildflowers, and the sun was shining brightly. Bobo decided to lay down in the warm sunshine and relax.

Meanwhile, a human was mowing the grass in the meadow. As the human mowed, Bobo watched him from his spot in the sun, enjoying the warmth and the sound of the mower. When the human finished mowing, Bobo waved goodbye and went back to his den.

The next day, Bobo returned to the meadow to find that it was now neatly trimmed and even more beautiful than before. He lay down in the warm sun and enjoyed his sunbathing session as the wind rustled through the tall grass.

From that day on, Bobo visited the meadow every day to sunbathe and watch the human mowing the grass. He was happy to have found such a peaceful spot in the wooded grove.",mowing,0.726421535,"bobcat, grove, wooded, sunbathing, mowing",mowing,mowing,picking
423,98,"Once upon a time, in a wooded grove, there lived a bobcat named Bobo. Bobo was a very curious creature and he loved to explore his wooded home.

One day, while out exploring, Bobo came across an open meadow in the center of the grove. The meadow was full of tall grass and wildflowers, and the sun was shining brightly. Bobo decided to lay down in the warm sunshine and relax.

Meanwhile, a human was mowing the grass in the meadow. As the human mowed, Bobo watched him from his spot in the sun, enjoying the warmth and the sound of the mower. When the human finished mowing, Bobo waved goodbye and went back to his den.

The next day, Bobo returned to the meadow to find that it was now neatly trimmed and even more beautiful than before. He lay down in the warm sun and enjoyed his sunbathing session as the wind rustled through the tall grass.

From that day on, Bobo visited the meadow every day to sunbathe and watch the human mowing the grass. He was happy to have found such a peaceful spot in the wooded grove.",sunbathing,0.383100095,"bobcat, grove, wooded, sunbathing, mowing",running,meditation,sunbathing
424,98,"Once upon a time, in a wooded grove, there lived a bobcat named Bobo. Bobo was a very curious creature and he loved to explore his wooded home.

One day, while out exploring, Bobo came across an open meadow in the center of the grove. The meadow was full of tall grass and wildflowers, and the sun was shining brightly. Bobo decided to lay down in the warm sunshine and relax.

Meanwhile, a human was mowing the grass in the meadow. As the human mowed, Bobo watched him from his spot in the sun, enjoying the warmth and the sound of the mower. When the human finished mowing, Bobo waved goodbye and went back to his den.

The next day, Bobo returned to the meadow to find that it was now neatly trimmed and even more beautiful than before. He lay down in the warm sun and enjoyed his sunbathing session as the wind rustled through the tall grass.

From that day on, Bobo visited the meadow every day to sunbathe and watch the human mowing the grass. He was happy to have found such a peaceful spot in the wooded grove.",wooded,0.192375576,"bobcat, grove, wooded, sunbathing, mowing",strange,beautiful,beautiful
425,100,"Once upon a time, there were two snoozing caterpillars curled up in a lumpy hourglass. One day, the sound of a bugle awoke them from their peaceful slumber. They were both startled awake and quickly uncurled their sleepy bodies. 

The caterpillars were amazed by the sound of the bugle. They had never heard it before and were curious to know what it was. As they ventured out of the hourglass, they were met by a friendly butterfly who was blowing the bugle. 

The butterfly told them that the bugle was an instrument that signaled the beginning of a new day. The caterpillars thanked the butterfly for the awakening and decided to stay up and explore the world around them. 

From then on, the caterpillars would hear the bugle every morning. It became a sign of joy and new beginnings, reminding them of the day's possibilities and exciting adventures. 

The End.",awakening,0.032775138,"bugle, hourglass, lumpy, awakening, curling",music,explanation ,song
426,100,"Once upon a time, there were two snoozing caterpillars curled up in a lumpy hourglass. One day, the sound of a bugle awoke them from their peaceful slumber. They were both startled awake and quickly uncurled their sleepy bodies. 

The caterpillars were amazed by the sound of the bugle. They had never heard it before and were curious to know what it was. As they ventured out of the hourglass, they were met by a friendly butterfly who was blowing the bugle. 

The butterfly told them that the bugle was an instrument that signaled the beginning of a new day. The caterpillars thanked the butterfly for the awakening and decided to stay up and explore the world around them. 

From then on, the caterpillars would hear the bugle every morning. It became a sign of joy and new beginnings, reminding them of the day's possibilities and exciting adventures. 

The End.",bugle,0.675487677,"bugle, hourglass, lumpy, awakening, curling",trumpet,trumpet,horn
427,100,"Once upon a time, there were two snoozing caterpillars curled up in a lumpy hourglass. One day, the sound of a bugle awoke them from their peaceful slumber. They were both startled awake and quickly uncurled their sleepy bodies. 

The caterpillars were amazed by the sound of the bugle. They had never heard it before and were curious to know what it was. As they ventured out of the hourglass, they were met by a friendly butterfly who was blowing the bugle. 

The butterfly told them that the bugle was an instrument that signaled the beginning of a new day. The caterpillars thanked the butterfly for the awakening and decided to stay up and explore the world around them. 

From then on, the caterpillars would hear the bugle every morning. It became a sign of joy and new beginnings, reminding them of the day's possibilities and exciting adventures. 

The End.",curling,0.43547458,"bugle, hourglass, lumpy, awakening, curling",curling,sleeping,holding
428,100,"Once upon a time, there were two snoozing caterpillars curled up in a lumpy hourglass. One day, the sound of a bugle awoke them from their peaceful slumber. They were both startled awake and quickly uncurled their sleepy bodies. 

The caterpillars were amazed by the sound of the bugle. They had never heard it before and were curious to know what it was. As they ventured out of the hourglass, they were met by a friendly butterfly who was blowing the bugle. 

The butterfly told them that the bugle was an instrument that signaled the beginning of a new day. The caterpillars thanked the butterfly for the awakening and decided to stay up and explore the world around them. 

From then on, the caterpillars would hear the bugle every morning. It became a sign of joy and new beginnings, reminding them of the day's possibilities and exciting adventures. 

The End.",hourglass,0.049408255,"bugle, hourglass, lumpy, awakening, curling",cocoon,tree,tree
429,100,"Once upon a time, there were two snoozing caterpillars curled up in a lumpy hourglass. One day, the sound of a bugle awoke them from their peaceful slumber. They were both startled awake and quickly uncurled their sleepy bodies. 

The caterpillars were amazed by the sound of the bugle. They had never heard it before and were curious to know what it was. As they ventured out of the hourglass, they were met by a friendly butterfly who was blowing the bugle. 

The butterfly told them that the bugle was an instrument that signaled the beginning of a new day. The caterpillars thanked the butterfly for the awakening and decided to stay up and explore the world around them. 

From then on, the caterpillars would hear the bugle every morning. It became a sign of joy and new beginnings, reminding them of the day's possibilities and exciting adventures. 

The End.",lumpy,0.153985618,"bugle, hourglass, lumpy, awakening, curling",cozy,large,old
430,102,"Once upon a time, there was a little blond girl named Sarah who loved animals. She had a collie named Lucky who was her best friend. Whenever she went outside to play, Lucky was always by her side.

One day, Sarah and Lucky were walking in the woods when they came across an elk. Sarah was so excited that she ran up to the elk and started petting it. Lucky, however, was a bit more cautious. He started sniffing the elk to make sure it was safe.

Once the elk was determined to be friendly, Lucky began to play with Sarah and the elk - fetching sticks, chasing each other, and having a great time. They spent the whole day together, and when it was time to leave, Sarah gave the elk a big hug goodbye.

As they walked away, Sarah and Lucky looked back at the elk, and smiled. They had made a new friend that day, and they would never forget it.",blond,0.338973979,"collie, elk, blond, sniffing, fetching",blond,brave,friendly
431,102,"Once upon a time, there was a little blond girl named Sarah who loved animals. She had a collie named Lucky who was her best friend. Whenever she went outside to play, Lucky was always by her side.

One day, Sarah and Lucky were walking in the woods when they came across an elk. Sarah was so excited that she ran up to the elk and started petting it. Lucky, however, was a bit more cautious. He started sniffing the elk to make sure it was safe.

Once the elk was determined to be friendly, Lucky began to play with Sarah and the elk - fetching sticks, chasing each other, and having a great time. They spent the whole day together, and when it was time to leave, Sarah gave the elk a big hug goodbye.

As they walked away, Sarah and Lucky looked back at the elk, and smiled. They had made a new friend that day, and they would never forget it.",collie,0.442952896,"collie, elk, blond, sniffing, fetching",dog,canine,horse
